source_id,product_id,source_url,source_title,source_type,publisher,accessed_at,trust_level,facts_supported,fact_status
SRC-MET-39625,prod_ref_013,https://www.metmuseum.org/art/collection/search/39625,Brush holder with scene of “Ode to the Pavilion of the Inebriated Old Man”,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-013,prod_ref_013,https://www.metmuseum.org/art/collection/search/39625,Official cultural context for Bamboo scholar-object references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-39626,prod_ref_014,https://www.metmuseum.org/art/collection/search/39626,Incense holder with scholars in a landscape,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-014,prod_ref_014,https://www.metmuseum.org/art/collection/search/39626,Official cultural context for Bamboo scholar-object references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-39855,prod_ref_015,https://www.metmuseum.org/art/collection/search/39855,Brush Holder with Literary Gathering,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-015,prod_ref_015,https://www.metmuseum.org/art/collection/search/39855,Official cultural context for Bamboo scholar-object references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-47879,prod_ref_016,https://www.metmuseum.org/art/collection/search/47879,Teapot,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-016,prod_ref_016,https://ich.unesco.org/en/RL/traditional-tea-processing-techniques-and-associated-social-practices-in-china-01884?RL=01884,Official cultural context for Traditional tea-lifestyle references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-46792,prod_ref_017,https://www.metmuseum.org/art/collection/search/46792,Double-Sided Teapot with Tree Peonies,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-017,prod_ref_017,https://ich.unesco.org/en/RL/traditional-tea-processing-techniques-and-associated-social-practices-in-china-01884?RL=01884,Official cultural context for Traditional tea-lifestyle references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-51184,prod_ref_018,https://www.metmuseum.org/art/collection/search/51184,Teapot in Shape of a Lotus Plant,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-018,prod_ref_018,https://ich.unesco.org/en/RL/traditional-tea-processing-techniques-and-associated-social-practices-in-china-01884?RL=01884,Official cultural context for Traditional tea-lifestyle references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-42323,prod_ref_019,https://www.metmuseum.org/art/collection/search/42323,Teapot in the Shape of a Plum Blossom,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-019,prod_ref_019,https://ich.unesco.org/en/RL/traditional-tea-processing-techniques-and-associated-social-practices-in-china-01884?RL=01884,Official cultural context for Traditional tea-lifestyle references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-460687,prod_ref_020,https://www.metmuseum.org/art/collection/search/460687,Teapot (a) and saucer (b),museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-020,prod_ref_020,https://ich.unesco.org/en/RL/traditional-tea-processing-techniques-and-associated-social-practices-in-china-01884?RL=01884,Official cultural context for Traditional tea-lifestyle references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-712497,prod_ref_021,https://www.metmuseum.org/art/collection/search/712497,The Water Margin,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-021,prod_ref_021,https://ich.unesco.org/en/RL/china-engraved-block-printing-technique-00229,Official cultural context for Chinese woodblock-print references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-60764,prod_ref_022,https://www.metmuseum.org/art/collection/search/60764,Landscapes of Taiping Prefecture,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-022,prod_ref_022,https://ich.unesco.org/en/RL/china-engraved-block-printing-technique-00229,Official cultural context for Chinese woodblock-print references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-63375,prod_ref_023,https://www.metmuseum.org/art/collection/search/63375,Page from Ten Bamboo Studio Manual of Painting and Calligraphy,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-023,prod_ref_023,https://ich.unesco.org/en/RL/china-engraved-block-printing-technique-00229,Official cultural context for Chinese woodblock-print references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-63372,prod_ref_024,https://www.metmuseum.org/art/collection/search/63372,Leaf from the Ten Bamboo Studio Manual of Painting and Calligraphy,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-024,prod_ref_024,https://ich.unesco.org/en/RL/china-engraved-block-printing-technique-00229,Official cultural context for Chinese woodblock-print references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-912945,prod_ref_025,https://www.metmuseum.org/art/collection/search/912945,"Wooden chest with print ""Gusu Beauty in Winter"" pasted inside",museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-025,prod_ref_025,https://ich.unesco.org/en/RL/china-engraved-block-printing-technique-00229,Official cultural context for Chinese woodblock-print references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-35993,prod_ref_026,https://www.metmuseum.org/art/collection/search/35993,Calligraphy,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-026,prod_ref_026,https://ich.unesco.org/en/RL/chinese-calligraphy-00216,Official cultural context for Chinese calligraphy references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-65628,prod_ref_027,https://www.metmuseum.org/art/collection/search/65628,Album of painting and calligraphy for Maoshu,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-027,prod_ref_027,https://ich.unesco.org/en/RL/chinese-calligraphy-00216,Official cultural context for Chinese calligraphy references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-49029,prod_ref_028,https://www.metmuseum.org/art/collection/search/49029,Poem written on Mount Qingliang,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-028,prod_ref_028,https://ich.unesco.org/en/RL/chinese-calligraphy-00216,Official cultural context for Chinese calligraphy references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-65630,prod_ref_029,https://www.metmuseum.org/art/collection/search/65630,Poetic maxim in clerical script,museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-029,prod_ref_029,https://ich.unesco.org/en/RL/chinese-calligraphy-00216,Official cultural context for Chinese calligraphy references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-MET-51784,prod_ref_030,https://www.metmuseum.org/art/collection/search/51784,"Calligraphy: ""Happiness""",museum_open_collection,The Metropolitan Museum of Art,2026-07-30,high,title; date; medium; dimensions; accession; public-domain image,verified_public_cultural_fact
SRC-CULT-030,prod_ref_030,https://ich.unesco.org/en/RL/chinese-calligraphy-00216,Official cultural context for Chinese calligraphy references,official_cultural_source,UNESCO or The Metropolitan Museum of Art,2026-07-30,high,cultural context only; not merchant or commercial facts,verified_public_cultural_fact
SRC-PARTNER-prod_wuhu_iron_guo_dashi,prod_wuhu_iron_guo_dashi,https://www.ihchina.cn/project_details/14329/,芜湖铁画锻制技艺 · 国家级非物质文化遗产代表性项目,national_ich_registry,中国非物质文化遗产网,2026-08-18,high,"craft tradition, national ICH listing and project number; not the object, author, holding institution or commercial terms",verified_public_cultural_fact
